Zeit t / s,Spannung U_A1 / V,Weg &b_B1 / rad
124.0030495,0.198,334.88
124.10613875,0.2825,335.19
124.20490825,0.1895,335.44
124.30417225,0.274,335.63
124.4049105,0.199,335.83
124.510004,0.2415,336.05
124.6051135,0.2365,336.3
124.70514225,0.245,336.6
124.804926,0.2495,336.86
124.9029905,0.2045,337.04
125.00608,0.245,337.31
125.10402325,0.1945,337.57
125.20283875,0.2665,337.8
125.30681075,0.207,338.13
125.4049095,0.191,338.55
125.506985,0.2055,339.19
125.6058295,0.197,339.75
125.7057695,0.23,340.1
125.80603075,0.2265,340.37
125.90392575,0.198,340.84
126.00497225,0.2755,341.27
126.10377075,0.2785,341.85
126.20480825,0.254,342.52
126.3038095,0.2795,343.12
126.4037735,0.213,343.46
126.50564425,0.272,343.6
126.603766,0.2815,343.75
126.70493075,0.179,343.92
126.8059945,0.242,344.22
126.90489225,0.192,344.59
127.0058935,0.2485,344.84
127.10472575,0.269,345
127.20782425,0.1755,345.19
127.30476675,0.214,345.34
127.40588575,0.241,345.44
127.50470325,0.2805,345.47
127.6087255,0.2565,345.62
127.70493075,0.183,345.86
127.80563475,0.2845,346.1
127.904584,0.193,346.34
128.00486525,0.2915,346.63
128.1097895,0.191,346.86
128.2057735,0.2865,347.1
128.3048495,0.1785,347.4
128.4066495,0.253,347.72
128.5085495,0.2465,348.05
128.60455075,0.185,348.44
128.70656675,0.225,348.83
128.80574225,0.2485,349.14
128.90651475,0.182,349.43
129.00562425,0.2855,349.74
129.10570425,0.1915,350.04
129.20770575,0.2515,350.43
129.30466425,0.257,350.96
129.40668675,0.2015,351.63
129.5085495,0.2425,351.96
129.60560425,0.197,352.22
129.704764,0.1975,352.68
129.80460675,0.215,353.23
129.905618,0.191,353.87
130.0034,0.2155,354.42
130.1057335,0.1975,354.98
130.20536125,0.259,355.45
130.30544,0.268,355.85
130.408587,0.1825,356.21
130.50535875,0.2595,356.52
130.60567475,0.2655,356.95
130.7043295,0.171,357.27
130.80842425,0.282,357.48
130.90460525,0.184,357.7
131.00432,0.1895,357.81
131.10444625,0.214,357.85
131.20624,0.2255,357.94
131.30546675,0.283,358.08
131.4055335,0.209,358.38
131.50526675,0.207,358.76
131.604404,0.2205,359.19
131.70636325,0.2925,359.55
131.80550225,0.185,359.81
131.90524,0.2765,360.02
132.00442575,0.2115,360.23
132.1044435,0.2495,360.48
132.20728225,0.1995,360.77
132.304714,0.2835,361.05
132.4065945,0.1775,361.31
132.504564,0.255,361.49
132.60634675,0.266,361.69
132.704127,0.2755,362
132.8042935,0.2085,362.42
132.905244,0.1805,362.85
133.00426675,0.213,363.29
133.10520675,0.2605,363.53
133.204167,0.259,363.72
133.3052535,0.2715,364.16
133.40448425,0.2555,364.68
133.50512825,0.2145,365.13
133.6052535,0.1865,365.47
133.705139,0.2005,365.68
133.8060095,0.294,365.78
133.90434225,0.2835,365.84
134.004007,0.1955,366.12
134.10727475,0.277,366.47
134.2082485,0.2915,366.92
134.30818425,0.1965,367.32
134.40524675,0.2135,367.57
134.5062495,0.1975,367.88
134.60522,0.2965,368.19
134.70515125,0.187,368.39
134.80626225,0.2455,368.84
134.90520225,0.186,369.02
135.00494825,0.2615,369.33
135.10502,0.188,369.48
135.20506825,0.3015,369.68
135.3059895,0.197,369.89
135.41006425,0.2205,370.12
135.50610225,0.1805,370.46
135.606064,0.184,370.88
135.705954,0.234,371.29
135.805922,0.298,371.67
135.90402225,0.2485,372.02
136.0040095,0.201,372.36
136.10688425,0.222,372.66
136.20488625,0.27,372.9
136.30503875,0.259,373.07
136.40586,0.2085,373.19
136.505984,0.2095,373.32
136.6049695,0.287,373.5
136.7068535,0.2335,373.79
136.8049115,0.228,374.05
136.909047,0.173,374.26
137.00600425,0.281,374.46
137.1057495,0.2425,374.56
137.20602225,0.2205,374.76
137.30874425,0.2415,375.08
137.40374425,0.242,375.39
137.50584425,0.1835,375.71
137.60812425,0.2345,376.13
137.70587875,0.304,376.53
137.8050325,0.2725,377.01
137.90594225,0.1985,377.81
138.007194,0.2165,378.33
138.1091325,0.2665,378.84
138.20498225,0.273,379.28
138.305884,0.2815,379.76
138.4040135,0.2315,380.18
138.50574,0.221,380.42
138.60582225,0.277,380.74
138.70478425,0.172,381.11
138.808971,0.219,381.46
138.904707,0.245,381.67
139.0057895,0.224,381.94
139.106607,0.2545,382.17
139.20664,0.2565,382.29
139.30575225,0.2275,382.35
139.40486325,0.193,382.48
139.5056255,0.277,382.66
139.60582325,0.185,382.91
139.70450675,0.245,383.23
139.8046335,0.2775,383.6
139.9066,0.21,383.93
140.00571875,0.2415,384.16
140.10566425,0.2105,384.4
140.204644,0.215,384.69
140.30588225,0.266,385.07
140.40468225,0.2775,385.51
140.50459,0.277,385.95
140.6047335,0.3,386.3
140.70660825,0.21,386.46
140.80455075,0.181,386.56
140.9045935,0.284,386.86
141.0044905,0.237,387.35
141.10648425,0.296,387.68
141.20460325,0.183,387.93
141.3045895,0.2785,388.24
141.40343075,0.246,388.59
141.50455075,0.3025,389.21
141.60562425,0.285,389.7
141.70443225,0.265,390.15
141.80840675,0.2355,390.61
141.90450675,0.2705,391.19
142.0044655,0.222,391.61
142.1043935,0.252,392.12
142.208426,0.237,392.6
142.306524,0.196,393.04
142.406651,0.204,393.37
142.5075095,0.253,393.78
142.60565475,0.2805,394.08
142.70528675,0.1595,394.35
142.8042895,0.255,394.49
142.905462,0.299,394.56
143.0043895,0.204,394.71
143.10652225,0.2375,394.76
143.20853125,0.1805,394.98
143.305404,0.2195,395.28
143.4073095,0.2285,395.81
143.50648225,0.267,396.47
143.60729875,0.3035,397.26
143.7052855,0.259,398.03
143.8072895,0.2865,398.6
143.90532425,0.216,398.9
144.005426,0.239,399.12
144.10636425,0.2375,399.36
144.20622675,0.1715,399.69
144.30536425,0.2885,400.02
144.40550675,0.2445,400.38
144.50918825,0.283,400.93
144.6053905,0.2915,401.46
144.7071095,0.2315,402.03
144.80512425,0.2425,402.62
144.90508125,0.1895,403.35
145.0092905,0.2985,404.02
145.10530625,0.299,404.53
145.20630425,0.2305,404.87
145.30518825,0.1775,405.33
145.4052,0.1775,405.69
145.50508425,0.1915,406.08
145.60615075,0.308,406.4
145.70622425,0.225,406.51
145.806224,0.1915,406.53
145.9052535,0.182,406.6
146.0052295,0.2855,406.81
146.1049495,0.1715,407.1
146.20618225,0.2715,407.36
146.3051895,0.1875,407.58
146.4061735,0.261,407.8
146.5069535,0.177,408
146.6059895,0.285,408.2
146.70595475,0.2335,408.49
146.805934,0.1475,408.82
146.90718575,0.2565,409.09
147.0049895,0.2505,409.35
147.10608,0.1925,409.62
147.2072535,0.307,409.97
147.305021,0.171,410.54
147.40498,0.235,411.09
147.50602675,0.2835,411.65
147.604994,0.174,412.41
147.70492425,0.301,413.11
147.805024,0.2105,413.73
147.90512,0.1615,414.29
148.00496825,0.194,414.84
148.1058335,0.1905,415.31
148.2060885,0.1645,415.69
148.30496125,0.263,416.09
148.4059335,0.175,416.67
148.5048905,0.2025,417.22
148.60498,0.309,417.77
148.706971,0.2835,418.2
148.80992225,0.156,418.41
148.90603125,0.2255,418.52
149.00488825,0.302,418.65
149.106294,0.214,418.77
149.20591075,0.147,418.87
149.3047895,0.208,418.95
149.40570625,0.2715,419.04
149.50596,0.1685,419.28
149.604674,0.1625,419.73
149.705971,0.277,420.26
149.80889075,0.308,420.75
149.9087895,0.2625,421.15
150.00982675,0.266,421.4
150.1076925,0.1665,421.63
150.20774625,0.2655,421.95
150.30488225,0.2685,422.35
150.40874625,0.2165,423.45
150.50773075,0.3015,423.89
150.60596125,0.1585,424.17
150.70700325,0.3145,424.84
150.80584225,0.1595,425.54
150.90589475,0.3065,426.19
151.0085735,0.275,426.56
151.10578425,0.224,427.05
151.2077095,0.1835,427.43
151.30676225,0.198,427.76
151.406667,0.2705,428.02
151.50862,0.167,428.32
151.6056885,0.275,428.64
151.70562225,0.2405,429.16
151.8076135,0.227,429.54
151.908487,0.3205,429.84
152.0096,0.285,430.2
152.10687875,0.163,430.48
152.20568225,0.3315,430.62
152.306542,0.2405,430.72
152.40640825,0.1475,430.84
152.50651975,0.2455,430.96
152.6076095,0.266,431.16
152.70562225,0.3215,431.48
152.805431,0.285,431.82
152.9096415,0.222,432.15
153.00658,0.1585,432.46
153.10668225,0.2945,432.73
153.2075475,0.2095,432.94
153.308571,0.305,433.09
153.40762625,0.164,433.37
153.5064,0.1365,433.72
153.60544675,0.1465,434.02
153.70655475,0.3205,434.26
153.805484,0.2405,434.52
153.908642,0.183,434.78
154.00647125,0.2535,435.14
154.105564,0.3215,435.49
154.20532675,0.302,435.88
154.3053735,0.3215,436.36
154.4083305,0.282,436.86
154.505354,0.323,437.18
154.6056735,0.174,437.46
154.7053365,0.1865,437.79
154.80735725,0.275,438.25
154.9052295,0.29,438.6
155.00637475,0.3275,438.98
155.10551475,0.1535,439.31
155.205386,0.309,439.89
155.308407,0.201,440.51
155.40740425,0.1635,440.97
155.50516525,0.176,441.44
155.6072735,0.3015,441.6
155.7052705,0.2515,441.91
155.80618675,0.33,442.3
155.90752425,0.1795,442.59
156.00824,0.154,442.9
156.106127,0.2295,443.37
156.2063255,0.2415,443.74
156.3071335,0.331,444.17
156.4062495,0.252,444.64
156.50849475,0.164,445.09
156.60716325,0.191,445.52
156.7060905,0.32,445.98
156.80948675,0.1445,446.58
156.90708825,0.2595,447.24
157.00641125,0.156,448.16
157.1093,0.2265,449.02
157.20817475,0.353,450.37
157.3050695,0.337,451.11
157.40824675,0.3345,451.61
157.5063935,0.305,451.9
157.60819875,0.2245,452.08
157.7071095,0.309,452.36
157.80622675,0.1295,452.98
157.905318,0.345,453.5
158.00602425,0.3345,453.91
158.1079735,0.129,454.04
158.207986,0.199,454.13
158.306204,0.36,454.24
158.409102,0.186,454.35
158.506231,0.1575,454.44
158.6091535,0.35,454.57
158.7069495,0.1885,454.69
158.8073105,0.213,454.85
158.9072335,0.1305,455.09
159.006087,0.1685,455.42
159.11011475,0.1805,455.75
159.20606825,0.2455,456.07
159.306902,0.319,456.36
159.40710575,0.249,456.59
159.5078695,0.1805,456.81
159.6099495,0.349,457.06
159.70894625,0.3455,457.41
159.806002,0.144,457.89
159.906887,0.3105,458.5
160.0080885,0.1385,459.36
160.109091,0.3125,459.96
160.207258,0.3395,460.34
160.30909825,0.2925,460.82
160.41091375,0.1415,461.4
160.5077695,0.263,461.86
160.61002,0.2145,462.05
160.70799475,0.3485,462.34
160.8100535,0.2615,462.7
160.909982,0.3625,463.2
161.0059705,0.2175,463.65
161.10582425,0.3085,464.05
161.20889075,0.3215,464.38
161.30768675,0.3445,464.44
161.408838,0.23,464.52
161.5057705,0.237,464.57
161.60592575,0.1425,464.69
161.707018,0.358,464.86
161.8087,0.1385,465.07
161.90568,0.1295,465.39
162.0067495,0.15,465.72
162.10676,0.348,465.91
162.20580625,0.166,466.1
162.30571875,0.26,466.31
162.40583075,0.2555,466.5
162.5055895,0.133,466.8
162.60684325,0.315,467.25
162.7055895,0.3245,467.65
162.8057295,0.352,467.95
162.90769125,0.1225,468.09
163.007771,0.287,468.23
163.10669225,0.1725,468.44
163.2055895,0.318,468.73
163.30854225,0.3415,469.08
163.4066695,0.335,469.39
163.506724,0.363,469.77
163.6066905,0.1605,470.27
163.7098535,0.2905,470.94
163.80763475,0.2725,471.52
163.90644675,0.3495,471.98
164.0075095,0.3315,472.33
164.10866575,0.319,472.74
164.20857075,0.318,473.23
164.30983125,0.1565,473.82
164.406607,0.1595,474.21
164.5064295,0.2915,474.69
164.607643,0.3385,475.2
164.70854675,0.317,475.59
164.80542675,0.2705,476.04
164.90750225,0.1425,476.59
165.00854625,0.2495,477.18
165.1063655,0.25,477.55
165.20860425,0.1785,477.95
165.305604,0.345,478.18
165.4085135,0.117,478.39
165.5075305,0.3505,478.56
165.60646225,0.238,478.8
165.70681475,0.1355,479.06
165.8087745,0.3285,479.31
165.910694,0.184,479.5
166.00832425,0.2165,479.68
166.1092935,0.2315,479.86
166.20750425,0.2145,480.06
166.30864675,0.3645,480.35
166.40635925,0.3615,480.7
166.50929475,0.121,481.21
166.60834,0.3285,481.72
166.7084105,0.1385,482.19
166.806424,0.1715,482.61
166.908464,0.347,483.15
167.006444,0.3355,483.39
167.1091885,0.343,483.47
167.2103135,0.3365,483.84
167.308544,0.342,484.19
167.4062295,0.14,484.43
167.507383,0.261,484.72
167.60852,0.1565,485.16
167.71010625,0.285,485.45
167.8081735,0.1265,486
167.9071495,0.287,486.66
168.00913475,0.2355,487.06
168.107338,0.257,487.44
168.20832675,0.198,487.83
168.308351,0.1415,488.33
168.408162,0.1245,488.68
168.50814825,0.2095,488.93
168.6070895,0.3785,489.14
168.7083085,0.2535,489.39
168.8090615,0.108,489.62
168.9061895,0.3625,489.83
169.00898825,0.2205,490.08
169.10719075,0.1135,490.34
169.21013125,0.1255,490.64
169.30722425,0.1095,491.01
169.40598675,0.2015,491.22
169.50601475,0.3295,491.42
169.6090295,0.168,491.68
169.7082285,0.1095,491.96
169.808247,0.114,492.27
169.9070095,0.106,492.6
170.0072,0.106,492.92
170.1080505,0.1045,493.24
170.20798425,0.2175,493.5
170.3069895,0.33,493.77
170.4069695,0.2755,494.11
170.50916225,0.1355,494.52
170.60904525,0.19,495.18
170.70617475,0.2415,495.79
170.80814225,0.1385,496.2
170.90684425,0.0855,496.64
171.00892425,0.3665,497.18
171.10892625,0.096,497.71
171.208987,0.3555,498.27
171.30786675,0.3535,498.65
171.4059495,0.224,499.05
171.50602225,0.133,499.51
171.6057505,0.106,499.95
171.70876625,0.2045,500.25
171.80906225,0.3915,500.52
171.9090305,0.0995,500.72
172.00800675,0.2455,500.99
172.10702575,0.378,501.23
172.205926,0.365,501.54
172.3057095,0.363,501.79
172.40768625,0.1935,502.02
172.5057295,0.101,502.26
172.605727,0.328,502.45
172.70877225,0.3555,502.76
172.80890425,0.3075,503.06
172.9056495,0.377,503.34
173.00684625,0.2105,503.71
173.1097655,0.1695,504.13
173.20784675,0.3705,504.51
173.30576625,0.2175,504.91
173.40777075,0.323,505.4
173.509826,0.3095,506.01
173.60602625,0.0955,506.81
173.70666,0.2165,507.36
173.8067135,0.122,507.4
173.907598,0.3805,507.57
174.00798675,0.22,507.85
174.1086695,0.1925,508.36
174.20762225,0.104,508.8
174.30671225,0.2625,509.37
174.407747,0.3605,509.97
174.508627,0.1725,510.47
174.6087735,0.1805,510.95
174.71000425,0.3625,511.47
174.8087935,0.137,511.98
174.9085115,0.328,512.36
175.00680225,0.2345,512.71
175.10766925,0.381,513.07
175.20766425,0.289,513.33
175.3077495,0.0795,513.53
175.40858675,0.322,513.65
175.5076695,0.3585,513.75
175.6066695,0.3795,514.03
175.70752675,0.23,514.27
175.809724,0.0995,514.52
175.90879225,0.1005,514.84
176.0067095,0.371,515.21
176.10756225,0.361,515.52
176.20763075,0.397,515.84
176.3084735,0.2735,516.19
176.40961025,0.0825,516.62
176.50652,0.384,517.03
176.60638525,0.3055,517.36
176.70758225,0.3685,517.57
176.80855025,0.0735,517.77
176.909574,0.2675,518.2
177.0081855,0.3605,518.84
177.10832525,0.398,519.5
177.20653475,0.1965,519.89
177.309564,0.369,520.48
177.4086335,0.294,521.29
177.50857125,0.36,521.88
177.60768,0.1195,522.48
177.70844225,0.2025,522.83
177.80742225,0.358,523.25
177.90752425,0.0895,523.81
178.0085495,0.36,524.27
178.10825875,0.105,524.81
178.2084135,0.1595,525.13
178.309287,0.155,525.66
178.4062295,0.239,526.09
178.50742675,0.1865,526.56
178.6073105,0.358,527.06
178.7082335,0.2435,527.4
178.8083815,0.111,527.79
178.9092895,0.361,528.16
179.00638575,0.283,528.42
179.10726,0.0645,528.61
179.209567,0.301,528.71
179.3092895,0.1455,528.86
179.40716325,0.3685,529.07
179.507167,0.287,529.43
179.60614675,0.3765,529.97
179.7081695,0.162,530.66
179.81038425,0.336,531.44
179.908082,0.239,532.06
180.0061095,0.103,532.55
180.10728,0.2285,533.02
180.20846,0.1055,533.64
180.30604825,0.3705,534.12
180.408086,0.2885,534.73
180.50910625,0.307,535.36
180.60817075,0.106,535.96
180.7080735,0.2345,536.38
180.807334,0.093,536.97
180.9081285,0.1535,537.42
181.00898225,0.324,537.61
181.108171,0.344,538.25
181.208145,0.135,538.67
181.3080695,0.192,539
181.4080705,0.1915,539.29
181.5099695,0.1075,539.48
181.6090695,0.3505,539.68
181.7080215,0.139,540.12
181.809131,0.0915,540.71
181.909218,0.12,541.55
182.00998825,0.3095,542.32
182.10830225,0.1675,542.93
182.20915225,0.3425,543.44
182.30792675,0.3005,544.04
182.40914525,0.12,544.63
182.50805025,0.1515,545.52
182.6069,0.243,546.29
182.70900675,0.309,547.33
182.80808425,0.2035,548.22
182.9101125,0.3665,548.58
183.00898425,0.079,548.76
183.10800225,0.091,549.08
183.20679225,0.1125,549.57
183.307827,0.208,549.94
183.4090535,0.1495,550.21
183.5070675,0.1925,550.5
183.6078295,0.0785,550.71
183.70590225,0.3,551.08
183.80885375,0.1595,551.54
183.90900425,0.229,551.94
184.00996575,0.342,552.4
184.10795225,0.115,552.87
184.207907,0.2985,553.46
184.30571125,0.22,554.23
184.40884675,0.282,555.07
184.5087735,0.0925,555.47
184.60794225,0.1145,555.51
184.70906125,0.339,555.71
184.80792225,0.3135,556.31
184.91016225,0.15,557.38
185.00886,0.1005,558.27
185.1079485,0.2035,559.37
185.20786525,0.303,560.46
185.3087895,0.1265,561.2
185.40888575,0.3135,561.59
185.50790925,0.303,561.91
185.607784,0.2355,562.33
185.70764225,0.131,562.74
185.80882,0.0875,563.02
185.90999475,0.079,563.29
186.00880225,0.2355,563.63
186.107731,0.2885,563.98
186.2099305,0.3145,564.43
186.307665,0.2945,564.99
186.40968,0.333,565.8
186.50858675,0.163,566.64
186.60666225,0.299,567.12
186.70790425,0.1845,567.76
186.81174,0.2405,568.21
186.90851075,0.1845,568.8
187.0107505,0.194,569.74
187.10762625,0.103,570.57
187.206662,0.0935,571.16
187.308566,0.199,571.86
187.4076295,0.2965,572.85
187.50844,0.184,573.73
187.60858425,0.2685,574.25
187.70978,0.1405,574.82
187.80968,0.1065,575.11
187.90865225,0.267,575.27
188.0098915,0.231,575.46
188.1083885,0.1305,575.68
188.2086035,0.226,576.01
188.308485,0.248,576.4
188.41072575,0.206,576.97
188.50860325,0.283,577.66
188.6076285,0.32,578.43
188.7083935,0.265,579.08
188.80960825,0.112,579.78
188.9087095,0.1775,580.29
189.00957025,0.2455,580.77
189.10838825,0.1075,581.26
189.209614,0.1575,581.96
189.30731225,0.3225,582.66
189.40831225,0.2625,583.64
189.50840825,0.1635,584.35
189.6084095,0.081,584.92
189.710602,0.1065,585.47
189.80960425,0.1985,585.75
189.9083835,0.1475,586.32
190.009264,0.31,586.88
190.1074135,0.1,587.27
190.209167,0.3015,587.68
190.3092095,0.2785,588.11
190.40961875,0.283,588.7
190.50924225,0.26,589.44
190.6092885,0.234,590.31
190.7092535,0.1335,590.99
190.8095,0.103,591.79
190.9081695,0.2755,591.96
191.01016425,0.307,592.47
191.108285,0.2875,593.12
191.20955475,0.3045,593.98
191.3073215,0.3305,594.79
191.408291,0.2875,595.38
191.51022,0.211,595.87
191.6082935,0.2585,596.2
191.7082705,0.235,596.39
191.80919275,0.168,596.67
191.90820675,0.245,596.98
192.009341,0.2465,597.35
192.10826575,0.2265,597.83
192.20822225,0.191,598.35
192.30806925,0.165,598.95
192.407019,0.163,599.57
192.5091135,0.288,600.24
192.61038,0.184,600.88
192.70824325,0.294,601.44
192.810167,0.175,602.01
192.9090695,0.267,602.65
193.00922425,0.278,603.46
193.10913875,0.2015,604.17
193.2081875,0.1805,604.69
193.30706575,0.22,605.3
193.40830325,0.1935,606.14
193.5059085,0.1635,607.28
193.60927475,0.2055,608.17
193.707906,0.2305,608.75
193.80804675,0.237,609.26
193.9089295,0.185,609.7
194.008091,0.1865,609.97
194.10699875,0.1595,610.27
194.2078695,0.239,610.71
194.3078695,0.191,611.22
194.40692425,0.219,611.88
194.5070095,0.1745,612.79
194.60787875,0.216,613.74
194.70696425,0.213,614.54
194.80905475,0.176,615.49
194.90802425,0.1535,616.53
195.00894425,0.1505,617.35
195.10793075,0.1745,618.27
195.20898625,0.159,618.94
195.3078905,0.159,619.33
195.40922,0.1345,619.49
195.5068095,0.154,619.64
195.60882675,0.159,619.83
195.70894425,0.1635,620.06
195.808946,0.151,620.53
195.90984625,0.1455,621.07
196.00905475,0.147,621.63
196.10796225,0.155,622.12
196.20791125,0.1565,622.65
196.31084425,0.155,622.94
196.4108495,0.1545,623.35
196.51086425,0.172,623.81
196.60980575,0.1475,624.29
196.708844,0.152,624.72
196.81094,0.176,625.06
196.9088335,0.1605,625.31
197.02178825,0.152,625.3
197.10998225,0.153,625.3
197.20878825,0.1715,625.3
197.3086295,0.1695,625.3
197.40858125,0.1465,625.3
197.50982625,0.1515,625.3
197.6075685,0.15,625.3
197.7087,0.1505,625.3
197.80664625,0.163,625.3
197.908711,0.161,625.3
198.00756,0.1735,625.3
198.1087295,0.1505,625.3
198.208582,0.1665,625.3
198.3099315,0.157,625.3
198.40748625,0.1395,625.3
198.50770575,0.1685,625.3
198.60872825,0.1615,625.3
198.7076435,0.157,625.3
198.808624,0.1505,625.3
198.91064425,0.1675,625.3
199.01060675,0.1715,625.3
199.11039375,0.166,625.3
199.208684,0.1525,625.3
199.30960675,0.172,625.3
199.407564,0.1585,625.3
199.50976225,0.1705,625.3
199.60856425,0.175,625.3
199.70756575,0.1645,625.3
199.80844325,0.1495,625.3
199.9084485,0.1675,625.3
200.0094785,0.163,625.3
200.109642,0.155,625.3
200.20748675,0.1515,625.3
200.30969475,0.174,625.3
200.4083095,0.159,625.3
200.5085295,0.154,625.3
200.60949875,0.1595,625.3
200.70856,0.157,625.3
200.808406,0.1705,625.3
200.90852,0.1725,625.3
201.0084095,0.1745,625.3
201.10736,0.1555,625.3
201.20954525,0.1575,625.3
201.3093285,0.159,625.3
201.40727475,0.1665,625.3
201.5082295,0.1385,625.3
201.6092895,0.1575,625.3
201.7082495,0.153,625.3
201.809527,0.1725,625.3
201.90836425,0.1575,625.3
202.00847125,0.1635,625.3
202.1082895,0.1575,625.3
202.20827875,0.162,625.3
202.31017225,0.157,625.3
202.408362,0.1595,625.3
202.5102895,0.1695,625.3
202.6103495,0.1505,625.3
202.70817225,0.1585,625.3
202.80935075,0.1655,625.3
202.90831075,0.175,625.3
203.01024125,0.16,625.3
203.10930225,0.158,625.3
203.209147,0.152,625.3
203.31017875,0.1785,625.3
203.4112895,0.1745,625.3
203.5081895,0.1525,625.3
203.61012675,0.1695,625.3
203.708204,0.144,625.3
203.81009875,0.169,625.3
203.9092,0.17,625.3
204.0080885,0.155,625.3
204.109038,0.1575,625.3
204.2112335,0.1495,625.3
204.30714425,0.1695,625.3
204.4092085,0.139,625.3
204.50825275,0.155,625.3
204.60818625,0.1535,625.3
204.710102,0.1665,625.3
204.81041475,0.1575,625.3
204.909005,0.159,625.3
205.00812225,0.142,625.3
205.111011,0.161,625.3
205.2090295,0.155,625.3
205.3099305,0.162,625.3
205.409885,0.1695,625.3
205.51110425,0.1555,625.3
205.610025,0.15,625.3
205.7088685,0.1585,625.3
205.80812575,0.1555,625.3
205.90804425,0.1725,625.3
206.0089295,0.1725,625.3
206.10799475,0.1655,625.3
206.20802575,0.1745,625.3
206.3088305,0.1455,625.3
206.40798,0.1625,625.3
206.50796825,0.153,625.3
206.6080695,0.143,625.3
206.70894,0.158,625.3
206.80882425,0.168,625.3
206.910004,0.153,625.3
207.0098495,0.156,625.3
207.10887875,0.17,625.3
207.2087885,0.1695,625.3
207.30894,0.1445,625.3
207.40688,0.1505,625.3
207.5077135,0.1665,625.3
207.6079335,0.167,625.3
207.7077335,0.148,625.3
207.8088295,0.166,625.3
207.90864675,0.149,625.3
208.00894575,0.1555,625.3
208.10884225,0.162,625.3
208.20873475,0.1645,625.3
208.30795075,0.1545,625.3
208.409826,0.1645,625.3
208.51001075,0.172,625.3
208.60882675,0.1585,625.3
208.7097905,0.1525,625.3
208.80784575,0.1705,625.3
208.90773075,0.1735,625.3
209.00772575,0.1495,625.3
209.10993475,0.1545,625.3
209.207783,0.1515,625.3
209.30993075,0.1675,625.3
209.40775,0.167,625.3
209.5088105,0.164,625.3
209.6087105,0.1715,625.3
209.708606,0.169,625.3
209.80877475,0.1565,625.3
209.911684,0.1565,625.3
210.01150125,0.1495,625.3
210.11059075,0.1485,625.3
210.209671,0.154,625.3
210.31176225,0.175,625.3
210.40861975,0.161,625.3
210.510462,0.1465,625.3
210.6084685,0.1805,625.3
210.71463075,0.162,625.3
210.8084895,0.165,625.3
210.90984425,0.156,625.25
211.01154825,0.1515,624.96
211.10984425,0.1595,624.43
211.21061075,0.1605,623.76
211.30964225,0.1665,623.03
211.40949025,0.156,622.26
211.50963125,0.1715,621.72
211.610547,0.161,621.22
211.708411,0.1675,620.7
211.80841875,0.1905,620.41
211.90958125,0.1555,620.06
212.01060225,0.173,619.48
212.10965475,0.17,618.74
212.209704,0.1675,618.12
212.30844,0.1625,617.97
212.4092495,0.164,617.97
212.508524,0.1655,617.97
212.60980425,0.165,618.23
212.70952675,0.1715,618.59
212.80960225,0.1735,618.57
212.908424,0.182,618.57
213.0092535,0.1625,618.57
213.10952675,0.1435,618.11
213.20950125,0.167,617.73
213.3084315,0.162,616.98
213.4095255,0.162,616.86
213.51038425,0.1775,616.79
213.60964425,0.1725,616.61
213.7096295,0.1735,616.21
213.8091295,0.168,615.53
213.90856,0.1765,614.69
214.01044225,0.173,613.78
214.11021075,0.184,612.94
214.2092495,0.169,612.31
214.30848675,0.174,611.51
214.40816675,0.1765,610.77
214.5091485,0.1675,610.26
214.60808825,0.1855,609.64
214.71121475,0.161,609
214.809202,0.1995,608.31
214.90921475,0.1835,607.51
215.0092895,0.159,606.79
215.109334,0.1415,606
215.20908325,0.171,605.19
215.30958525,0.2145,604.14
215.410145,0.18,603.29
215.51013975,0.16,602.59
215.6081495,0.2035,601.91
215.70818225,0.193,601.55
215.8103505,0.1625,601.03
215.9121095,0.182,600.64
216.00981225,0.1495,600.14
216.10912,0.2135,599.41
216.209187,0.1675,598.6
216.30818225,0.1305,598.02
216.4100135,0.188,597.58
216.51003875,0.167,597.05
216.608044,0.2055,596.52
216.7090295,0.2705,596.19
216.80828425,0.1285,596.02
216.9088695,0.1535,595.8
217.01011475,0.1655,595.26
