Zeit t / s,Spannung U_A1 / V,Weg &b_B1 / rad
45.1009,0.282,119.19
45.20202925,0.2515,119.33
45.300978,0.26,119.65
45.400877,0.185,120.25
45.50010375,0.16,120.38
45.599736,0.1795,120.43
45.700112,0.193,120.47
45.80094025,0.222,120.54
45.90068325,0.2625,120.76
45.9999435,0.305,121.05
46.100152,0.2795,121.09
46.1997115,0.2085,121.43
46.300902,0.154,121.86
46.4007275,0.2985,122.37
46.50096025,0.2055,122.83
46.601902,0.1735,123.15
46.700818,0.2075,123.46
46.799918,0.2745,123.93
46.9007065,0.1655,124.41
47.00015675,0.1575,124.62
47.100789,0.172,124.85
47.1997285,0.2275,125.1
47.30080025,0.277,125.41
47.39971625,0.2685,125.59
47.500742,0.244,125.78
47.60081275,0.2,126.08
47.70084025,0.1555,126.43
47.79972375,0.1895,126.73
47.899638,0.281,127.16
48.001798,0.2955,127.4
48.100742,0.2945,127.52
48.20117275,0.2875,127.57
48.29954425,0.1875,127.58
48.4005475,0.2705,127.68
48.500702,0.239,127.91
48.5994674999999,0.1785,128.22
48.699658,0.146,128.48
48.8016065,0.1985,128.79
48.90042225,0.261,129.17
48.99958625,0.2695,129.62
49.101569,0.18,130.08
49.201505,0.2335,130.5
49.30173075,0.2885,130.95
49.40040225,0.183,131.61
49.5004367499999,0.2495,132.08
49.60360225,0.305,132.26
49.7026875,0.2735,132.31
49.8014515,0.2555,132.61
49.89956025,0.196,132.85
49.9993674999999,0.171,133.19
50.099549,0.2035,133.36
50.202378,0.2785,133.61
50.3004422499999,0.2655,133.94
50.4014635,0.1685,134.41
50.5025087499999,0.3015,135.37
50.6006515,0.289,136.33
50.70052025,0.175,136.91
50.8004422499999,0.184,137.21
50.90156375,0.213,137.38
51.0013515,0.2595,137.56
51.1025402499999,0.291,137.83
51.2005515,0.2135,138.2
51.301402,0.1625,138.43
51.40232225,0.1625,138.6
51.50062475,0.1875,138.85
51.60150025,0.276,139.15
51.70150025,0.2685,139.41
51.8024114999999,0.23,139.58
51.90226,0.176,139.9
52.00124925,0.1825,140.16
52.10030225,0.2555,140.45
52.20243275,0.278,140.77
52.30145025,0.244,141.13
52.40044025,0.1895,141.47
52.50153275,0.191,141.81
52.60040625,0.2955,142.25
52.7011815,0.2445,142.76
52.8001685,0.17,143.26
52.90014225,0.196,143.41
53.0003247499999,0.2295,143.47
53.101218,0.277,143.68
53.20134025,0.305,143.9
53.3004422499999,0.2865,143.98
53.40020425,0.2985,144.01
53.500365,0.247,144.19
53.6023015,0.15,144.68
53.70028325,0.167,144.74
53.80155175,0.17,144.77
53.901168,0.1835,144.88
54.00016425,0.2455,145.01
54.1009675,0.2825,145.4
54.20131275,0.2485,146.26
54.3002617499999,0.218,146.75
54.40106875,0.2765,147.49
54.50296,0.179,148.2
54.60216875,0.215,148.4
54.70105675,0.236,148.52
54.7990675,0.251,148.68
54.90094875,0.2925,148.79
55.00031275,0.2715,148.88
55.10014225,0.2615,149.05
55.20216375,0.1875,149.36
55.3019065,0.202,149.61
55.40210475,0.253,149.86
55.5019475,0.2975,150.06
55.60184625,0.2805,150.26
55.700089,0.2235,150.52
55.8001675,0.1625,150.84
55.9000447499999,0.2875,151.29
56.00096125,0.295,151.54
56.10021275,0.2425,151.81
56.2010715,0.1905,151.99
56.3008685,0.1475,152.31
56.40080475,0.236,152.61
56.500063,0.287,152.87
56.6010087499999,0.2605,153.16
56.7011087499999,0.1775,153.46
56.802918,0.161,153.71
56.900765,0.22,154
57.00105025,0.274,154.38
57.10084425,0.22,154.86
57.2019515,0.2265,155.36
57.301901,0.308,155.73
57.40290225,0.2065,156.01
57.50011275,0.1765,156.17
57.600076,0.152,156.19
57.70088875,0.1985,156.43
57.8019075,0.2635,156.64
57.90166375,0.2795,156.92
58.00196025,0.226,157.11
58.1006875,0.1645,157.47
58.2018075,0.24,157.6
58.3027875,0.2925,157.77
58.4017515,0.277,158.05
58.5017075,0.1535,158.45
58.6008665,0.253,158.85
58.70188025,0.2695,159.16
58.8006222499999,0.176,159.45
58.900565,0.172,159.75
59.00170425,0.257,160.03
59.1009422499999,0.2915,160.28
59.20274025,0.1805,160.66
59.300805,0.1965,161.05
59.40245275,0.2125,161.7
59.504352,0.198,162.02
59.60368475,0.203,162.07
59.702562,0.233,162.13
59.80055275,0.281,162.28
59.9025515,0.2605,162.52
60.00056375,0.249,162.65
60.1006875,0.2325,162.79
60.2016875,0.2035,163.03
60.30274375,0.179,163.23
60.4004515,0.214,163.36
60.5004075,0.2555,163.61
60.6017915,0.2935,163.88
60.69972875,0.2225,164.22
60.8025485,0.174,164.62
60.90258025,0.2965,165.09
61.001425,0.1985,165.61
61.100522,0.237,166.16
61.2026485,0.307,166.58
61.30164225,0.1675,166.91
61.40162475,0.1705,167.32
61.5015514999999,0.2825,167.79
61.6023865,0.207,168.09
61.7024075,0.1685,168.31
61.80042375,0.2455,168.69
61.90032475,0.28,168.87
62.00056225,0.2915,168.98
62.1004685,0.226,169.3
62.20047975,0.2435,169.71
62.2992875,0.259,170.37
62.4014084999999,0.301,171.24
62.5037075,0.2535,172.04
62.60128125,0.1725,172.76
62.7015275,0.2845,173.25
62.80050475,0.1845,173.76
62.902409,0.255,174.28
63.001398,0.286,174.48
63.100362,0.266,174.66
63.20250875,0.1985,174.88
63.3003275,0.178,175.22
63.40018875,0.246,175.47
63.501262,0.26,175.68
63.60231275,0.2765,175.75
63.70113925,0.2875,175.81
63.80038025,0.27,175.98
63.90139275,0.2315,176.24
64.0013264999999,0.179,176.48
64.100472,0.204,176.63
64.2021075,0.2455,176.77
64.300496,0.2745,177.05
64.40122425,0.1735,177.55
64.5011835,0.2665,178.29
64.6002285,0.2095,178.91
64.7021075,0.2085,179.07
64.80034725,0.2425,179.23
64.90155175,0.301,179.46
65.0034725,0.2455,179.77
65.10119675,0.188,179.96
65.20226025,0.1785,180.12
65.30222225,0.242,180.45
65.4011262499999,0.251,180.84
65.5011239999999,0.174,181.09
65.60126375,0.1995,181.21
65.70122425,0.2715,181.48
65.802098,0.241,181.88
65.90115275,0.253,182.54
66.00224375,0.171,183.12
66.10222375,0.2635,183.53
66.203189,0.214,183.92
66.301125,0.166,184.15
66.40112225,0.1975,184.3
66.5011075,0.2875,184.66
66.6020002499999,0.1685,185.13
66.70114225,0.276,185.51
66.80306875,0.2285,185.59
66.9010802499999,0.2745,185.7
67.004189,0.249,185.91
67.1028664999999,0.1885,186.04
67.20222225,0.171,186.25
67.3029875,0.2075,186.62
67.40094025,0.2855,186.9
67.5019114999999,0.241,186.99
67.6010419999999,0.2445,187.08
67.7039065,0.2145,187.29
67.80402875,0.208,187.57
67.901172,0.2705,187.91
68.00208,0.2665,188.26
68.101896,0.186,188.64
68.20078325,0.2515,189
68.30094425,0.285,189.38
68.4028115,0.1955,189.84
68.5018674999999,0.243,190.17
68.60198375,0.2905,190.41
68.7019422499999,0.2,190.77
68.8018475,0.197,191.12
68.90094025,0.2715,191.37
69.00094025,0.297,191.52
69.10190475,0.2825,191.6
69.2017075,0.2365,191.78
69.3017702499999,0.175,191.92
69.40270675,0.2055,192.14
69.5007075,0.2815,192.46
69.60078225,0.25,192.67
69.70168425,0.1685,192.85
69.8018822499999,0.2865,193.37
69.9018022499999,0.18,193.97
70.00300875,0.2695,194.53
70.10085275,0.1955,195.04
70.201745,0.269,195.26
70.30184425,0.1615,195.74
70.401962,0.272,196.2
70.501812,0.172,196.63
70.60365275,0.254,196.9
70.7018315,0.2695,197.11
70.80158225,0.2475,197.4
70.90274475,0.194,197.61
71.00152225,0.1825,197.87
71.1015075,0.23,198.14
71.20080025,0.2705,198.37
71.300762,0.2905,198.47
71.40160125,0.2615,198.62
71.5027465,0.2365,198.66
71.6018865,0.2155,198.78
71.70152625,0.1815,198.89
71.8015685,0.169,199.01
71.901464,0.1945,199.09
72.000618,0.2155,199.22
72.1014675,0.252,199.37
72.20144475,0.2885,199.5
72.3005874999999,0.289,199.54
72.4016475,0.255,199.64
72.500522,0.2625,199.77
72.60054225,0.205,200.01
72.70146475,0.193,200.25
72.80062425,0.2395,200.37
72.9024874999999,0.2495,200.42
73.00148225,0.247,200.56
73.1034064999999,0.307,200.81
73.20159175,0.237,201.25
73.30330225,0.257,201.82
73.40155025,0.1685,202.38
73.5014285,0.189,202.61
73.6024475,0.2,202.61
73.703498,0.2015,202.72
73.8015315,0.296,203.07
73.90148225,0.2195,203.52
74.0015235,0.276,204.23
74.1023675,0.2655,204.27
74.2023,0.273,204.31
74.303298,0.2055,204.42
74.400392,0.2145,204.8
74.5023515,0.1615,205.6
74.6023515,0.2685,206.1
74.7013674999999,0.165,206.63
74.80144025,0.229,206.79
74.903289,0.2705,207.12
75.00428,0.181,207.74
75.1023475,0.2255,208.43
75.2024515,0.2795,208.98
75.30338225,0.1985,209.44
75.40341275,0.2925,210.04
75.502444,0.1865,210.42
75.6012515,0.256,210.84
75.7021275,0.2755,211.08
75.80212925,0.274,211.24
75.90214475,0.207,211.42
76.00431275,0.1735,211.59
76.102452,0.1955,211.71
76.20376025,0.1765,211.77
76.3012864999999,0.2255,211.85
76.40234375,0.2355,211.9
76.50228225,0.2415,212.03
76.6021075,0.2665,212.23
76.7011317499999,0.2675,212.48
76.803224,0.1735,212.78
76.902282,0.2355,213.02
77.0010685,0.266,213.18
77.10322875,0.277,213.27
77.20230025,0.268,213.41
77.30222225,0.1915,213.59
77.40114675,0.189,213.79
77.502169,0.23,214.03
77.602189,0.282,214.19
77.70194625,0.2795,214.33
77.80116475,0.206,214.55
77.901005,0.1615,214.81
78.00320225,0.2265,214.98
78.103072,0.2905,215.21
78.20112425,0.1835,215.64
78.301158,0.271,216.15
78.4021622499999,0.21,216.41
78.50112,0.1845,216.64
78.60106375,0.272,217.21
78.7019885,0.2485,217.85
78.8028885,0.2295,218.6
78.9018875,0.162,219.29
79.001898,0.2305,219.89
79.101836,0.235,220.33
79.20307275,0.26,220.55
79.30084875,0.2225,220.81
79.4028675,0.176,221.06
79.50188225,0.2465,221.49
79.600798,0.2555,221.71
79.70208125,0.1865,222.01
79.80292625,0.1855,222.38
79.9020262499999,0.218,222.78
80.00278225,0.1955,223.05
80.101862,0.179,223.21
80.20172625,0.2145,223.34
80.30396375,0.2825,223.56
80.4007475,0.269,223.71
80.50170225,0.202,224
80.60394225,0.239,224.4
80.7039114999999,0.223,224.84
80.8018235,0.1835,225.29
80.9016875,0.269,225.64
81.002889,0.2835,225.88
81.10176225,0.2155,226.06
81.20172475,0.191,226.28
81.30182225,0.214,226.62
81.40380325,0.276,226.99
81.50292025,0.1945,227.34
81.60488925,0.21,227.55
81.70374625,0.227,227.7
81.8006875,0.2795,227.78
81.9028635,0.2925,227.97
82.00278225,0.2065,228.15
82.10158225,0.1865,228.36
82.20272475,0.198,228.49
82.30285275,0.254,228.7
82.40460625,0.2115,229.04
82.5036802499999,0.217,229.35
82.6008915,0.1985,229.81
82.70468425,0.1995,230.15
82.802549,0.1765,230.74
82.9026914999999,0.2745,231.34
83.00272225,0.2995,232.04
83.10370375,0.1885,232.44
83.20370625,0.2725,232.73
83.3027085,0.215,233.07
83.403769,0.1925,233.36
83.50270425,0.28,233.68
83.6026035,0.2105,234.15
83.70166875,0.2775,234.69
83.8025315,0.212,234.95
83.9035065,0.153,235.14
84.00068225,0.183,235.33
84.10136625,0.291,235.61
84.2015115,0.2285,235.79
84.3036315,0.2085,235.89
84.40246625,0.207,236.01
84.50242225,0.188,236.16
84.60158025,0.2745,236.41
84.70138025,0.301,236.63
84.8063685,0.2745,236.84
84.9024265,0.172,237.07
85.0024475,0.241,237.38
85.1025085,0.244,237.74
85.2013485,0.1955,238.15
85.302318,0.2825,238.53
85.401482,0.1765,238.86
85.503378,0.19,239.05
85.60348475,0.212,239.11
85.7023579999999,0.2745,239.41
85.80175175,0.247,240.04
85.90252925,0.213,240.45
86.0015275,0.2445,240.49
86.102278,0.2245,240.53
86.2022464999999,0.213,240.58
86.303329,0.2085,240.61
86.402442,0.176,240.72
86.5014635,0.2505,241.07
86.60228225,0.2055,241.42
86.70329675,0.18,241.67
86.801284,0.2645,242.05
86.90144425,0.276,242.72
87.00244375,0.277,243.53
87.10151925,0.2945,244.28
87.2023485,0.2355,244.87
87.3011485,0.2635,245.15
87.40337275,0.177,245.26
87.5034419999999,0.206,245.5
87.60044025,0.262,245.75
87.702549,0.1695,246.16
87.80346025,0.2825,246.7
87.90132025,0.172,247.11
88.00230225,0.215,247.2
88.101198,0.2425,247.29
88.2031674999999,0.2815,247.5
88.303236,0.2425,247.66
88.40212475,0.185,247.84
88.502262,0.234,248.17
88.601205,0.269,248.5
88.70411675,0.183,248.81
88.802282,0.273,249.21
88.90415,0.1755,249.66
89.003272,0.2885,250.09
89.104045,0.226,250.36
89.20216475,0.1725,250.65
89.30212225,0.2705,250.96
89.4041265,0.238,251.3
89.5040675,0.1855,251.62
89.60323275,0.2405,251.82
89.7041515,0.2285,252.15
89.80296625,0.203,252.5
89.9021622499999,0.271,252.76
90.0028915,0.1885,252.97
90.10218225,0.2395,253.28
90.20308225,0.2215,253.62
90.3042119999999,0.22,253.95
90.4029275,0.1795,254.45
90.5029714999999,0.2505,255.01
90.6040487499999,0.282,255.54
90.7031127499999,0.2055,256.01
90.80290425,0.236,256.4
90.9029865,0.2285,256.79
91.00182475,0.2695,257.08
91.10210025,0.177,257.38
91.201765,0.278,257.68
91.30178425,0.2265,257.92
91.40288425,0.2115,258.24
91.5027449999999,0.232,258.71
91.6018979999999,0.214,258.97
91.70396225,0.2815,259.28
91.80402925,0.2405,259.44
91.90176425,0.1945,259.65
92.003879,0.279,259.95
92.1021239999999,0.239,260.25
92.203758,0.208,260.57
92.30270025,0.2705,260.92
92.40286475,0.191,261.22
92.5037022499999,0.2165,261.45
92.60382725,0.274,261.7
92.702798,0.1965,261.97
92.80295175,0.2155,262.23
92.90259625,0.2555,262.49
93.002762,0.209,262.74
93.1027075,0.2135,262.86
93.2039315,0.2635,263.23
93.3038637499999,0.191,263.64
93.4047275,0.247,263.88
93.50390975,0.208,264.26
93.6046875,0.2115,264.34
93.70376225,0.207,264.45
93.8025675,0.265,264.58
93.90252475,0.2795,264.69
94.002742,0.191,264.99
94.10493025,0.2335,265.48
94.20263675,0.251,266
94.3017692499999,0.2485,266.44
94.40162475,0.1995,267.05
94.502736,0.176,267.56
