Zeit t / s,Spannung U_A1 / V,Weg &b_B1 / rad
94.602545,0.2,268.15
94.702622,0.2865,268.48
94.8025075,0.206,268.8
94.90252725,0.2575,269.05
95.00377275,0.252,269.35
95.10176025,0.247,269.81
95.20145675,0.214,270.34
95.30273275,0.2975,270.64
95.4027275,0.178,270.99
95.503658,0.2575,271.18
95.6015047499999,0.284,271.41
95.7035085,0.174,271.75
95.8024462499999,0.2895,272.12
95.90460875,0.1695,272.51
96.00266925,0.307,272.81
96.10438025,0.24,273.1
96.20238225,0.2205,273.41
96.3045622499999,0.292,273.73
96.403522,0.1815,274.08
96.50250025,0.2565,274.35
96.60251025,0.258,274.48
96.70267275,0.242,274.65
96.80158375,0.225,274.97
96.90332025,0.26,275.46
97.00367125,0.29,276.02
97.1024275,0.1745,276.3
97.202325,0.1905,276.31
97.3033902499999,0.2775,276.59
97.40334425,0.2215,276.78
97.503258,0.184,276.94
97.6035275,0.27,277.19
97.7022914999999,0.172,277.58
97.80244375,0.2635,278.02
97.90234425,0.174,278.21
98.003581,0.2685,278.62
98.1035515,0.289,279.21
98.2033822499999,0.187,279.55
98.30236225,0.269,279.86
98.4032275,0.1975,280.35
98.50481175,0.1955,280.93
98.6023515,0.2875,281.36
98.7022075,0.201,281.93
98.802129,0.288,282.2
98.9023675,0.2055,282.69
99.0032062499999,0.2825,282.88
99.10324625,0.2325,283.11
99.2023275,0.211,283.32
99.3042475,0.26,283.57
99.40320475,0.279,283.64
99.5050915,0.2955,283.64
99.6021234999999,0.2615,283.84
99.70317275,0.182,284.24
99.803329,0.2185,284.77
99.90232875,0.2805,285.38
100.00200625,0.269,286.02
100.103405,0.2925,286.74
100.2031815,0.2915,287.39
100.304018,0.1875,287.87
100.40430025,0.3015,288.1
100.5022075,0.233,288.22
100.60398375,0.213,288.55
100.70222875,0.2715,288.9
100.80422025,0.2105,289.13
100.902945,0.2845,289.4
101.001904,0.19,289.69
101.1039635,0.1955,289.7
101.202172,0.273,289.87
101.3029075,0.298,289.94
101.402018,0.3005,290.01
101.50404825,0.1935,290.39
101.60394475,0.2705,290.7
101.704069,0.2845,291.23
101.80299075,0.2875,291.79
101.90215275,0.271,292.3
102.0019865,0.195,292.82
102.10411275,0.182,293.33
102.20188225,0.241,293.82
102.304142,0.2525,294.45
102.402082,0.279,295.05
102.50300625,0.2625,295.61
102.6018275,0.1735,295.95
102.70390225,0.1775,296.04
102.8040115,0.1925,296.08
102.90302025,0.207,296.12
103.0017675,0.266,296.33
103.103018,0.2455,296.61
103.20394,0.2245,297.02
103.3047075,0.207,297.44
103.40306225,0.239,297.76
103.5040725,0.216,298.11
103.6038865,0.243,298.4
103.704969,0.2825,298.59
103.80507275,0.2275,298.83
103.9028285,0.2435,299.19
104.004838,0.2025,299.69
104.105412,0.291,299.95
104.20474625,0.1935,300.24
104.302858,0.254,300.43
104.4039515,0.266,300.65
104.50386625,0.2405,301.01
104.603829,0.234,301.2
104.7029075,0.2335,301.3
104.8016265,0.206,301.54
104.90360225,0.2635,301.84
105.0016475,0.2115,302.17
105.10356425,0.273,302.42
105.20170225,0.274,302.98
105.30388475,0.237,303.37
105.40367675,0.183,303.76
105.50460225,0.249,303.94
105.6037275,0.263,304.19
105.70470475,0.2265,304.48
105.80364875,0.261,304.72
105.904523,0.186,304.84
106.004696,0.1905,304.96
106.10267275,0.2395,305.18
106.20472225,0.2205,305.57
106.30244425,0.281,305.94
106.40377025,0.2135,306.16
106.50354475,0.1995,306.35
106.60353675,0.2875,306.61
106.7035465,0.2105,306.85
106.80446625,0.281,307.21
106.902609,0.219,307.48
107.00364,0.1755,307.66
107.105516,0.2435,307.88
107.2035075,0.2325,308.19
107.30252225,0.1945,308.45
107.4034515,0.291,308.73
107.5034275,0.191,309.06
107.6034475,0.29,309.43
107.7045275,0.201,309.78
107.80362025,0.2725,310.1
107.90459675,0.206,310.44
108.00350225,0.211,310.66
108.10261275,0.238,310.84
108.202405,0.271,311.12
108.30240625,0.1935,311.45
108.402338,0.187,311.54
108.503442,0.208,311.54
108.60428375,0.1735,311.5
108.7033315,0.1755,311.49
108.80255275,0.175,311.49
108.90343925,0.203,311.53
109.0025075,0.2085,311.84
109.102218,0.2835,312.14
109.203442,0.1795,312.45
109.302278,0.237,312.69
109.4045275,0.2745,312.82
109.503382,0.2755,312.89
109.60391275,0.2745,313
109.701389,0.195,313.08
109.802542,0.198,313.16
109.9035265,0.296,313.44
110.002229,0.1935,313.72
110.1023875,0.2435,314.15
110.20446225,0.305,314.64
110.304245,0.2715,315.13
110.40414875,0.218,315.48
110.50432025,0.2845,315.65
110.6023435,0.2085,315.86
110.704085,0.2,316.04
110.803438,0.3085,316.26
110.90422225,0.2095,316.47
111.0043475,0.2325,316.68
111.10410475,0.2755,316.87
111.20206225,0.2115,317.05
111.30408475,0.1995,317.19
111.40628,0.2535,317.32
111.50417675,0.291,317.47
111.60407275,0.187,317.64
111.70542475,0.2215,317.86
111.804298,0.2405,318.13
111.90620225,0.202,318.38
112.00416925,0.295,318.59
112.1040275,0.198,318.8
112.20315675,0.219,318.93
112.30316025,0.287,319.1
112.4050675,0.2965,319.17
112.50502125,0.2615,319.24
112.605105,0.2065,319.61
112.70424875,0.2755,319.95
112.8021115,0.192,320.31
112.9039275,0.229,320.71
113.0039065,0.2745,321.14
113.10505025,0.2065,321.57
113.2049275,0.23,322.03
113.3050475,0.2255,322.39
113.404156,0.2955,322.6
113.5030675,0.197,322.78
113.6049235,0.1945,323
113.7041515,0.268,323.23
113.80208875,0.2545,323.48
113.90304225,0.1945,323.66
114.003878,0.251,323.84
114.10412875,0.289,324
114.203882,0.213,324.18
114.30498375,0.2045,324.38
114.4039035,0.266,324.58
114.50395675,0.207,324.76
114.6029275,0.2195,324.95
114.7047665,0.284,325.15
114.803836,0.1735,325.39
114.9038275,0.2775,325.72
115.0039865,0.2195,326.05
115.1070235,0.202,326.37
115.20383775,0.282,326.64
115.30551275,0.2185,326.84
115.4049715,0.186,327.02
115.50290375,0.2765,327.24
115.6038075,0.19,327.5
115.70278125,0.2585,327.71
115.80274475,0.2145,327.89
115.9036515,0.212,328.08
116.003849,0.2635,328.33
116.103818,0.1945,328.63
116.203809,0.263,328.88
116.304718,0.181,329.05
116.404705,0.2155,329.19
116.50470025,0.2835,329.38
116.60460225,0.1845,329.61
116.7037435,0.213,329.8
116.8046075,0.2895,329.94
116.902762,0.2525,330.08
117.0036475,0.205,330.2
117.1047315,0.223,330.39
117.20477025,0.28,330.6
117.30480375,0.1815,330.92
117.403638,0.2535,331.27
117.50356475,0.197,331.42
117.603509,0.181,331.42
117.7037275,0.201,331.42
117.80452225,0.1985,331.63
117.90368025,0.2775,331.92
118.004722,0.278,331.92
118.10446425,0.276,331.92
118.2034515,0.26,331.92
118.305485,0.254,331.92
118.4056315,0.263,331.92
118.5035265,0.2535,331.92
118.603522,0.252,331.92
118.7034075,0.2535,332.01
118.80366375,0.184,332.24
118.9035115,0.2835,332.61
119.0036075,0.188,332.91
119.10560225,0.2925,333.07
119.204438,0.3035,333.15
119.30438475,0.2095,333.38
119.40360225,0.239,333.69
119.50241025,0.1935,334.04
119.604502,0.283,334.42
119.704502,0.203,334.78
119.803542,0.2345,335.14
119.90435075,0.237,335.45
120.00430425,0.254,335.66
120.10333675,0.199,335.96
120.203592,0.262,336.22
120.3022865,0.226,336.46
120.40546925,0.2325,336.78
120.5035685,0.255,337.08
120.604479,0.244,337.25
120.70238875,0.1765,337.32
120.80347275,0.1755,337.42
120.905418,0.2985,337.68
121.00348025,0.1755,337.9
121.10420225,0.182,338.45
121.20449275,0.1975,339.04
121.3044315,0.3005,339.76
121.40432225,0.306,340.25
121.50418225,0.201,340.59
121.6032915,0.2045,340.93
121.70530225,0.308,341.34
121.8042475,0.276,341.8
121.9032835,0.1775,342.1
122.00327025,0.295,342.48
122.10541025,0.244,342.86
122.2051675,0.2125,343.12
122.3041475,0.1885,343.3
122.40522225,0.28,343.43
122.504138,0.268,343.6
122.60332,0.1705,343.76
122.703292,0.27,343.97
122.80432425,0.2055,344.29
122.904278,0.26,344.56
123.0051685,0.3055,344.61
123.103097,0.2915,344.7
123.20405925,0.248,344.84
123.3053915,0.187,345.08
123.404098,0.316,345.35
123.50501925,0.1875,345.71
123.6051275,0.271,346.03
123.70520875,0.211,346.31
123.803198,0.308,346.53
123.90423025,0.181,346.78
124.0042675,0.296,347.05
124.10290625,0.174,347.34
124.204998,0.286,347.68
124.30514,0.2785,348.13
124.4043,0.2975,348.6
124.5050315,0.1735,348.88
124.60396,0.2895,349.1
124.70488225,0.2,349.37
124.80398425,0.297,349.56
124.90398225,0.2575,350
125.00413275,0.299,350.55
125.10316875,0.291,351.08
125.20386475,0.2905,351.54
125.30382225,0.304,351.94
125.4040675,0.21,352.32
125.50509275,0.213,352.66
125.603985,0.2745,353.01
125.7028675,0.204,353.27
125.80296875,0.2485,353.37
125.90410025,0.3,353.47
126.00394225,0.278,353.56
126.10400225,0.223,353.65
126.20407025,0.192,353.86
126.3058675,0.308,354.13
126.4050275,0.1895,354.38
126.50567275,0.261,354.49
126.60385025,0.301,354.52
126.70394925,0.316,354.61
126.8049675,0.21,354.78
126.9037115,0.236,354.98
127.004829,0.288,355.16
127.10490875,0.191,355.33
127.2049295,0.222,355.55
127.30383275,0.1885,355.93
127.405038,0.297,356.35
127.504902,0.267,356.81
127.6046875,0.195,357.25
127.7056635,0.1895,357.72
127.80494875,0.23,358.19
127.90378475,0.308,358.62
128.00584475,0.2075,358.96
128.10468475,0.2215,359.29
128.20586425,0.2795,359.6
128.303684,0.1985,359.82
128.4048675,0.253,360.06
128.5047465,0.189,360.34
128.60260475,0.293,360.64
128.70376,0.206,360.83
128.8049055,0.269,361.02
128.9047675,0.235,361.22
129.00376475,0.262,361.48
129.1037285,0.1825,361.83
129.20466025,0.2535,362.14
129.303725,0.2975,362.44
129.40558225,0.194,362.74
129.5045315,0.1995,363.2
129.605578,0.208,363.67
129.7044715,0.1925,364.02
129.80474925,0.2115,364.45
129.904642,0.236,364.9
130.00364475,0.2265,365.38
130.10364475,0.2545,365.8
130.20564375,0.1975,366.04
130.30541025,0.275,366.31
130.405578,0.3015,366.72
130.50462225,0.273,367.18
130.60542425,0.277,367.7
130.70348425,0.1985,368.18
130.80555025,0.167,368.61
130.90362375,0.291,368.87
131.0044475,0.182,369.15
131.104352,0.289,369.45
131.2044075,0.177,369.7
131.303378,0.2755,369.98
131.40362025,0.1835,370.29
131.5034275,0.311,370.57
131.60450475,0.1705,370.88
131.704364,0.2835,371.21
131.805265,0.2085,371.52
131.90733675,0.2085,371.9
132.00552,0.297,372.2
132.10641275,0.2475,372.34
132.2053215,0.212,372.55
132.30664425,0.253,372.82
132.4032915,0.1735,372.94
132.5032675,0.2105,373
132.6053635,0.277,373.08
132.7062265,0.2725,373.16
132.80538025,0.1855,373.33
132.9055115,0.2965,373.59
133.004252,0.1735,373.85
133.10544425,0.1705,374.25
133.205204,0.1995,374.62
133.306478,0.3045,374.93
133.40532,0.254,375.24
133.50612225,0.18,375.52
133.604138,0.2935,375.77
133.705265,0.2285,376.08
133.80432475,0.2385,376.3
133.90542875,0.296,376.63
134.003256,0.2425,377
134.10538475,0.177,377.3
134.20512125,0.285,377.46
134.3072685,0.2865,377.53
134.40518125,0.245,377.61
134.50522125,0.1715,377.76
134.60405675,0.293,377.95
134.70520375,0.2275,378.11
134.8040875,0.221,378.28
134.90506875,0.3065,378.47
135.0061675,0.182,378.7
135.1040075,0.2965,378.96
135.20396475,0.231,379.33
135.3051715,0.207,379.83
135.4060115,0.211,380.32
135.5050885,0.184,380.73
135.605329,0.1875,381.13
135.70516475,0.3145,381.47
135.8049475,0.18,381.79
135.9050635,0.2205,382.17
136.005162,0.303,382.52
136.1040315,0.1625,382.82
136.2051275,0.3125,383.08
136.3061075,0.1635,383.31
136.404138,0.279,383.49
136.50612925,0.2015,383.72
136.60713025,0.311,384
136.703884,0.204,384.26
136.8050785,0.3025,384.42
136.9049865,0.1675,384.59
137.00498025,0.2675,384.78
137.10480625,0.22,384.99
137.205942,0.333,385.31
137.30484225,0.248,385.65
137.404962,0.1885,386.01
137.50408225,0.29,386.51
137.6068885,0.233,387.08
137.7067125,0.1775,387.61
137.8038635,0.1685,388.06
137.90396025,0.1805,388.46
138.004758,0.2955,388.69
138.10378025,0.3125,389.1
138.20610225,0.172,389.83
138.30484475,0.1875,390.66
138.40382325,0.2345,391.87
138.50392625,0.3075,392.47
138.60572925,0.2055,392.64
138.70394625,0.318,393.03
138.80270225,0.235,393.38
138.903838,0.17,393.77
139.0046875,0.2225,394.11
139.10472425,0.209,394.2
139.203625,0.174,394.33
139.30300425,0.2335,394.42
139.4047685,0.3155,394.61
139.505765,0.1775,394.8
139.60374475,0.2585,394.99
139.70368125,0.173,395.29
139.804978,0.3145,395.61
139.90462225,0.2435,395.92
140.0036675,0.2235,396.34
140.1056915,0.3125,396.48
140.205718,0.26,396.51
140.3047995,0.2075,396.59
140.404605,0.288,396.81
140.505525,0.181,397.02
140.60574225,0.2315,397.17
140.708812,0.1995,397.46
140.8055275,0.3055,397.72
140.9065675,0.269,398.03
141.00454875,0.181,398.34
141.1047675,0.3105,398.52
141.20562925,0.243,398.84
141.30554625,0.2875,399.3
141.4055085,0.3185,399.75
141.50466025,0.181,400
141.604838,0.1585,400.4
141.705485,0.2175,400.88
141.80546425,0.2875,401.37
141.90560925,0.3125,401.82
142.00548375,0.2735,402.22
142.10441925,0.1715,402.56
142.205742,0.225,403.13
142.3053865,0.3035,403.63
142.40666925,0.1605,403.95
142.504502,0.3125,404.18
142.60556025,0.2415,404.23
142.706589,0.1835,404.33
142.805305,0.1825,404.49
142.905479,0.2715,404.78
143.005418,0.3215,405.19
143.1045475,0.243,405.54
143.20632625,0.1745,405.86
143.30432425,0.318,406.12
143.4055015,0.21,406.45
143.505438,0.1835,406.78
143.6034265,0.2975,407
143.705478,0.325,407.03
143.80527025,0.2935,407.03
143.906469,0.3035,407.04
144.0052675,0.2935,407.04
144.1064275,0.291,407.04
144.2043715,0.2875,407.04
144.3053915,0.2845,407.06
144.404258,0.2245,407.18
144.50643675,0.2215,407.37
144.60435275,0.297,407.55
144.70432025,0.155,407.67
144.80529675,0.19,407.79
144.90628475,0.3205,407.98
145.0052455,0.1865,408.2
145.107298,0.1845,408.55
145.20539025,0.282,408.82
145.3052115,0.1945,408.97
145.40512025,0.2485,409.01
145.5062475,0.3225,409.17
145.60532375,0.1775,409.33
145.7061275,0.2925,409.47
145.8061515,0.3175,409.52
145.90534025,0.256,409.61
146.0053685,0.1565,409.78
146.10622425,0.3305,409.9
146.20407725,0.179,410.16
146.30422225,0.313,410.77
146.404383,0.2725,411.21
146.506222,0.25,411.59
146.6049895,0.2855,411.78
146.704038,0.307,411.9
146.8060875,0.165,412.02
146.90724025,0.2855,412.16
147.006076,0.2895,412.32
147.10522375,0.3105,412.56
147.2051435,0.1495,412.83
147.3039665,0.275,413.08
147.40521275,0.2075,413.27
147.50618375,0.217,413.51
147.60494475,0.3365,413.84
147.7060275,0.283,414.13
147.804996,0.2085,414.35
147.90420025,0.3135,414.6
148.006062,0.1425,414.85
148.1060455,0.308,415.1
148.2049275,0.2515,415.41
148.3058875,0.166,415.81
148.40516875,0.1435,416.23
148.5062115,0.146,416.69
148.6069435,0.15,417.14
148.70482475,0.1855,417.51
148.80549275,0.339,417.77
148.90741275,0.1795,418
149.00496025,0.282,418.23
149.10602475,0.1725,418.51
149.20702625,0.323,418.76
149.3067675,0.1385,418.95
149.40600025,0.246,419.07
149.50476925,0.318,419.24
149.6048865,0.165,419.38
149.7057675,0.2775,419.54
149.805958,0.304,419.55
149.905942,0.323,419.71
150.004909,0.2285,419.96
150.1057665,0.1695,420.25
150.2048665,0.3185,420.53
150.3047,0.342,420.87
150.40470025,0.344,421.24
150.5057315,0.294,421.72
150.6056275,0.209,422.17
150.7048275,0.1395,422.63
150.80404375,0.276,423.15
150.9059475,0.3125,423.51
151.0058475,0.2565,423.63
151.104756,0.1575,423.8
151.204862,0.3285,423.92
151.30568475,0.2495,424.06
151.406802,0.144,424.17
151.504678,0.266,424.23
151.604798,0.3285,424.28
151.7058475,0.341,424.39
151.80485025,0.1585,424.51
151.906698,0.224,424.67
152.004749,0.248,424.86
152.1059075,0.29,425.09
152.20562825,0.15,425.32
152.3067065,0.3345,425.51
152.4046275,0.2885,425.62
152.5055515,0.23,425.87
152.6057675,0.1465,426.23
152.706665,0.138,426.6
152.8057465,0.1905,427
152.90468625,0.1735,427.48
153.0055,0.12,427.93
153.1056665,0.1825,428.33
153.20366625,0.3375,428.65
153.3064865,0.136,428.89
153.40452475,0.3525,429.13
153.507538,0.1615,429.39
153.606558,0.342,429.58
153.70572025,0.1495,429.78
153.80463025,0.3355,430.07
153.905545,0.336,430.44
154.0055065,0.2075,430.77
154.105398,0.138,431.07
154.206502,0.1815,431.47
154.30466225,0.1455,431.93
154.405952,0.1755,432.25
154.50553075,0.1435,432.28
154.60544125,0.1325,432.34
154.7064095,0.2575,432.43
154.8074215,0.3435,432.59
154.90464025,0.202,432.83
155.00542625,0.19,433.08
155.10457025,0.1275,433.53
155.20636225,0.337,433.7
155.305245,0.2145,433.96
155.4043315,0.26,434.12
155.5062515,0.322,434.42
155.60547275,0.3275,434.78
155.705242,0.3155,435.23
155.80442,0.302,435.44
155.9052115,0.1175,435.67
156.0044115,0.3555,435.89
156.106342,0.305,436.16
156.20638625,0.106,436.38
156.3061875,0.285,436.49
156.40628225,0.278,436.64
156.505196,0.1585,436.7
156.60634025,0.194,436.81
156.70635275,0.3215,436.97
156.80614125,0.2345,437.22
156.906364,0.1685,437.53
157.0062105,0.273,437.74
157.106318,0.3075,437.99
157.207176,0.2115,438.34
157.3063655,0.1115,438.65
157.40620225,0.1295,439.02
157.5053015,0.3575,439.24
157.605198,0.3435,439.61
157.706076,0.342,439.97
157.8074315,0.2,440.31
157.906038,0.19,440.7
158.0051475,0.1585,441.01
158.105276,0.3525,441.27
158.20602,0.127,441.49
158.3062475,0.2735,441.74
158.40500925,0.276,442.05
158.50605025,0.336,442.49
158.606278,0.3635,442.87
158.70616225,0.225,443.17
158.80697275,0.124,443.43
158.9059675,0.3585,443.66
159.0060265,0.3155,443.93
159.10614,0.1275,444.15
159.20508925,0.1715,444.47
159.3049275,0.326,444.74
159.4060865,0.3105,444.95
159.50599275,0.3335,444.95
159.6061075,0.324,444.95
159.7071275,0.336,444.95
159.806004,0.335,444.95
159.906098,0.352,444.95
160.006212,0.3385,444.95
160.10579875,0.3505,444.95
160.20380625,0.32,444.95
160.3048715,0.327,444.95
160.4038715,0.3035,444.95
160.5058515,0.36,444.95
160.6048105,0.337,444.95
160.7040715,0.3325,444.98
160.8058565,0.216,445.21
160.9050065,0.1175,445.65
161.00590025,0.2985,446.21
161.10802025,0.3485,446.82
161.20482425,0.23,447.25
161.306084,0.107,447.67
161.4048,0.1795,448.05
161.50570225,0.352,448.53
161.60484475,0.123,449.02
161.70676475,0.167,449.33
161.8046485,0.167,449.7
161.904718,0.1865,450.06
162.0047515,0.348,450.33
162.10576375,0.341,450.72
162.20699275,0.185,451.4
162.30684675,0.3385,451.89
162.4058885,0.317,452.29
162.5047685,0.219,452.84
162.6058675,0.2115,453.4
162.7059815,0.3465,454.01
162.8046275,0.203,454.63
162.9057235,0.3605,455.15
163.006832,0.1325,455.77
163.10556225,0.2795,456.31
163.2056115,0.3165,456.55
163.30784375,0.1095,456.77
163.40456225,0.337,456.95
163.506819,0.1255,457.1
163.6057265,0.3415,457.27
163.70674025,0.273,457.38
163.8067835,0.2255,457.59
163.9098975,0.1245,457.88
164.0046095,0.1255,458.16
164.105565,0.1405,458.49
164.2065665,0.201,458.79
164.30675175,0.3395,459.07
164.404605,0.327,459.32
164.50566225,0.134,459.58
164.607749,0.114,459.9
164.70670225,0.1765,460.29
164.8066275,0.2295,460.63
164.90646025,0.1055,460.91
165.00749275,0.1955,461.19
165.10658475,0.214,461.52
165.20658025,0.318,461.72
165.3063875,0.3295,462.05
165.40662425,0.1945,462.66
165.505498,0.118,463.11
165.606732,0.1755,463.53
165.70867175,0.282,464.18
165.80744625,0.311,464.85
165.9064275,0.1295,465.49
166.00573925,0.1345,465.87
166.10538875,0.2395,466.36
166.20632475,0.3455,466.88
166.30730425,0.304,467.29
166.40657025,0.3405,467.63
166.5073275,0.181,467.85
166.6053065,0.347,467.96
166.70542225,0.121,468.13
166.806438,0.364,468.34
166.90628225,0.2405,468.61
167.00644875,0.1665,468.89
167.10436875,0.2135,469.11
167.206416,0.246,469.28
167.3072875,0.2965,469.41
167.40724475,0.1065,469.53
167.5062065,0.3245,469.77
167.6054235,0.277,470.13
167.70624225,0.116,470.54
167.80648625,0.1815,470.95
167.906302,0.199,471.28
168.00536025,0.1685,471.61
168.10536225,0.1125,471.86
168.20529675,0.314,472.07
168.3063635,0.152,472.29
168.40424475,0.1125,472.55
168.5061285,0.154,472.88
168.60539025,0.172,473.32
168.7054865,0.2425,473.51
168.8063865,0.2975,473.75
168.90533025,0.3885,474.17
169.00508475,0.323,474.51
169.1060715,0.2015,475.08
169.20636025,0.1495,475.45
169.30720925,0.2345,475.68
169.407178,0.359,476.12
169.5060465,0.1995,476.51
169.607209,0.1345,476.68
169.7070715,0.154,477.42
169.807122,0.3595,478.01
169.90703275,0.3305,478.4
170.00508375,0.2625,478.82
170.1060515,0.192,479.36
170.20630475,0.3745,480.18
170.3061375,0.337,480.88
170.41048225,0.2715,481.39
170.5070465,0.351,481.8
170.606944,0.1765,482.19
170.708229,0.348,482.44
170.806956,0.1415,482.58
170.906089,0.287,482.77
171.00810875,0.2215,482.96
171.107045,0.0735,483.22
171.20749275,0.159,483.6
171.3060075,0.335,484.06
171.407169,0.325,484.6
171.50790375,0.067,485.14
171.60690875,0.1715,485.72
171.7071075,0.138,486.07
171.80710025,0.3465,486.34
171.905885,0.3605,486.69
172.0060485,0.309,487.31
172.10688625,0.3415,488.02
172.20796225,0.339,488.76
172.31012475,0.406,489.15
172.4067475,0.3745,489.5
172.5059035,0.404,489.82
172.606765,0.3825,490.14
172.7058515,0.3035,490.49
172.8068075,0.1265,490.76
172.90583275,0.209,490.98
173.00886475,0.1605,491.49
173.105962,0.353,492.31
173.20794625,0.219,492.67
173.3068065,0.073,493.04
173.405772,0.087,493.38
173.50580225,0.214,493.57
173.6069285,0.4035,493.8
173.70669025,0.1205,493.99
173.80766475,0.105,494.23
173.90673275,0.0725,494.56
174.007901,0.353,495.04
174.10876875,0.3005,495.54
174.207869,0.114,495.99
174.305869,0.1,496.35
174.407725,0.0615,496.62
174.50675025,0.3035,497.04
174.60690475,0.0545,497.89
174.706665,0.329,498.57
174.805565,0.3925,498.98
174.9077885,0.408,499.7
175.00668875,0.074,500.15
175.10580225,0.201,500.4
175.20685925,0.1975,500.78
175.3067275,0.153,501.2
175.405838,0.0925,501.51
175.50658625,0.222,502
175.606702,0.139,502.56
175.706558,0.245,502.84
175.8058315,0.265,503.19
175.90655675,0.124,503.65
176.005638,0.2775,504.01
176.1054275,0.303,504.32
176.205638,0.384,504.68
176.30658625,0.2125,504.88
176.40652425,0.389,504.98
176.506656,0.378,505.3
176.60540625,0.3645,505.6
176.70658475,0.238,505.81
176.8054675,0.238,505.96
176.9055475,0.239,506.28
177.0073635,0.265,506.74
177.10659275,0.0855,507.28
177.20666025,0.1695,507.89
177.3054475,0.0665,508.4
177.40665025,0.076,508.71
177.50646,0.241,509.09
177.607464,0.263,509.74
177.7064675,0.1615,510.55
177.80654025,0.1245,511.23
177.9062675,0.1945,511.88
178.005656,0.1675,512.9
178.10728625,0.2105,513.56
178.206442,0.27,514.07
178.30640025,0.359,514.48
178.4094675,0.2565,514.86
178.50750225,0.357,515.12
178.60754475,0.172,515.37
178.70642025,0.0815,515.65
178.80754025,0.352,515.81
178.90724475,0.244,516.02
179.00639275,0.412,516.4
179.10634725,0.2325,516.58
179.207249,0.0595,516.82
179.30651275,0.127,517.07
179.407238,0.385,517.22
179.50640375,0.155,517.45
179.6092275,0.092,517.72
179.70724475,0.3245,518.1
179.806278,0.174,518.52
179.906498,0.1445,518.92
180.00746025,0.3505,519.33
180.1091475,0.0715,519.73
180.2071075,0.225,520.06
180.30626,0.356,520.14
180.4063865,0.1035,520.32
180.506105,0.1255,520.6
180.60742225,0.1125,520.91
180.7073,0.1295,521.45
180.80706325,0.3275,521.95
180.9071065,0.303,522.28
181.00728425,0.1875,522.62
181.11040225,0.2675,522.78
181.207165,0.1065,523.01
181.30708475,0.0915,523.34
181.40700625,0.207,523.62
181.5081475,0.1685,523.71
181.60820825,0.3525,523.82
181.7071095,0.2555,523.91
181.8070275,0.2245,524.07
181.908349,0.1715,524.32
182.0060265,0.368,524.83
182.10710475,0.1955,525.09
182.206062,0.283,525.46
182.307072,0.126,525.73
182.40677275,0.27,526.15
182.50712625,0.1075,526.4
182.605925,0.245,526.8
182.7069885,0.2165,527.1
182.80598425,0.215,527.42
182.9090995,0.273,527.58
183.00696375,0.102,527.94
183.10604225,0.23,528.35
183.20706625,0.3725,528.71
183.30698925,0.351,529
183.4058275,0.28,529.25
183.506002,0.1055,529.45
183.609036,0.385,529.64
183.708998,0.342,529.93
183.805978,0.16,530.3
183.9059075,0.114,530.68
184.00690475,0.3345,531.06
184.10611025,0.3015,531.45
184.20596225,0.0815,531.84
184.30601025,0.268,532.23
184.404942,0.3485,532.57
184.50586675,0.338,532.86
184.6059395,0.2845,533.12
184.709978,0.2235,533.41
184.8060075,0.358,533.77
184.90792225,0.364,534.13
185.00788225,0.1455,534.25
185.1057885,0.266,534.45
185.206863,0.106,535.37
185.30688375,0.148,535.72
185.407622,0.1045,535.96
185.5060075,0.35,536.47
185.605862,0.1655,536.94
185.706676,0.096,537.4
185.8067075,0.132,537.79
185.90763025,0.178,537.98
186.00862475,0.1045,538.14
186.10882025,0.2945,538.34
186.2066665,0.3445,538.63
186.30674475,0.1295,539.11
186.40956475,0.3375,540.19
186.508618,0.2405,540.52
186.6075675,0.2655,540.52
186.70683025,0.112,540.63
186.8087475,0.2245,540.76
186.90772625,0.113,540.95
187.006758,0.3285,541.08
187.10752225,0.0965,541.22
187.207504,0.356,541.4
187.30770875,0.2485,541.61
187.40860625,0.1925,541.88
187.50771025,0.3065,542.16
187.60654225,0.262,542.42
187.7076455,0.137,542.64
187.8106895,0.1275,542.83
187.90766625,0.196,543.06
188.00907275,0.266,543.36
188.10744475,0.3125,543.61
188.2075285,0.3315,543.8
188.3074075,0.347,544.04
188.40666225,0.1845,544.4
188.50854375,0.2865,544.83
188.6084515,0.3765,545.15
188.706556,0.1575,545.4
188.8066265,0.117,545.59
188.906483,0.3205,545.86
189.00644475,0.3175,546.17
189.107389,0.1485,546.38
189.20767275,0.3395,546.71
189.308421,0.1595,547.17
189.40637675,0.251,547.55
189.5106,0.265,548
189.6072675,0.328,548.42
189.707349,0.3855,548.78
189.8062715,0.333,549.13
189.9063105,0.133,549.44
190.006445,0.3465,549.89
190.1074275,0.32,550.33
190.2062865,0.3355,550.67
190.306462,0.2295,551.1
190.40732425,0.106,551.8
190.50652025,0.2445,552.16
190.60936325,0.1665,552.57
190.70856925,0.3555,552.74
190.807469,0.2015,552.82
190.908342,0.0835,552.92
191.00722625,0.2755,553.09
191.10642375,0.1175,553.2
191.2071665,0.31,553.26
191.308402,0.283,553.34
191.4071515,0.092,553.43
191.50624425,0.271,553.49
191.608342,0.072,553.67
191.7062665,0.136,554
191.80817925,0.163,554.41
191.90624125,0.3705,554.82
192.00722375,0.137,555.17
192.1064035,0.187,555.41
192.2081275,0.3255,555.59
192.3060675,0.15,555.76
192.40618875,0.099,555.99
192.507224,0.251,556.38
